Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Accessible presentation of information for people with visual disabilities","Universal Access in the Information Society","","9","2","10.1007/s10209-009-0164-1","Christopher PowerHelmut Jürgensen","2010","http://link.springer.com/article/10.1007/s10209-009-0164-1","Article"
"The Social Requirements Engineering (SRE) Approach to Developing a Large-Scale Personal Learning Environment Infrastructure","21st Century Learning for 21st Century Skills","","","","10.1007/978-3-642-33263-0_16","Effie Lai-Chong LawArunangsu ChatterjeeDominik RenzelRalf Klamma","2012","http://link.springer.com/chapter/10.1007/978-3-642-33263-0_16","Chapter"
"Uniform Modularization of Workflow Concerns Using Unify","Software Language Engineering","","","","10.1007/978-3-642-28830-2_5","Niels JoncheereRagnhild Van Der Straeten","2012","http://link.springer.com/chapter/10.1007/978-3-642-28830-2_5","Chapter"
"How Ontology Based Information Retrieval Systems May Benefit from Lexical Text Analysis","New Trends of Research in Ontologies and Lexical Resources","","","","10.1007/978-3-642-31782-8_11","Sylvie RanwezBenjamin DuthilMohameth François SyJacky MontmainPatrick AugereauVincent Ranwez","2013","http://link.springer.com/chapter/10.1007/978-3-642-31782-8_11","Chapter"
"Psychosocial and Cultural Modeling in Human Computation Systems: A Gamification Approach","Handbook of Human Computation","","","","10.1007/978-1-4614-8806-4_65","Antonio SanfilippoRoderick RienscheJereme HaackScott Butner","2013","http://link.springer.com/chapter/10.1007/978-1-4614-8806-4_65","Chapter"
"Semantics and Machine Learning: A New Generation of Court Management Systems","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-642-29764-9_26","E. FersiniE. MessinaF. ArchettiM. Cislaghi","2013","http://link.springer.com/chapter/10.1007/978-3-642-29764-9_26","Chapter"
"Experiment around a training engine","TelE-Learning","","","","10.1007/978-0-387-35615-0_6","Anne BrygooTotou DurandPascale ManouryChristian QueinnecMichèle Soria","2002","http://link.springer.com/chapter/10.1007/978-0-387-35615-0_6","Chapter"
"Tunable Reliable Multicast for Periodic Information Dissemination","Mobile Networks and Applications","","7","1","10.1023/A:1013273211556","Tina WongThomas HendersonRandy H. Katz","2002","http://link.springer.com/article/10.1023/A%3A1013273211556","Article"
"Flexible authorization in home network environments","Cluster Computing","","15","1","10.1007/s10586-010-0142-7","Intae KimDaesung LeeKuinam J. KimJunghyun Lee","2012","http://link.springer.com/article/10.1007/s10586-010-0142-7","Article"
"Exploring Information Security Issues in Public Sector Inter-organizational Collaboration","Electronic Government","","","","10.1007/978-3-642-22878-0_30","Anne Fleur van VeenstraMarco Ramilli","2011","http://link.springer.com/chapter/10.1007/978-3-642-22878-0_30","Chapter"
"Problem Localization for Automated System Management in Ubiquitous Computing","Emerging Directions in Embedded and Ubiquitous Computing","","","","10.1007/978-3-540-77090-9_15","Shunshan PiaoJeongmin ParkEunseok Lee","2007","http://link.springer.com/chapter/10.1007/978-3-540-77090-9_15","Chapter"
"Going into the wild in child–robot interaction studies: issues in social robotic development","Intelligent Service Robotics","","1","2","10.1007/s11370-007-0009-9","Tamie SalterIain WerryFrancois Michaud","2008","http://link.springer.com/article/10.1007/s11370-007-0009-9","Article"
"From Culture to Text to Interactive Visualization ofWine Reviews","Knowledge Visualization Currents","","","","10.1007/978-1-4471-4303-1_5","Andreas KerrenMimi KyusakovaCarita Paradis","2013","http://link.springer.com/chapter/10.1007/978-1-4471-4303-1_5","Chapter"
"Service Replacement Algorithm Using Complex Network","Transactions on Edutainment VIII","","","","10.1007/978-3-642-31439-1_20","Yang ZhangChuanyun Xu","2012","http://link.springer.com/chapter/10.1007/978-3-642-31439-1_20","Chapter"
"Simultaneous Bidirectional Geometric Model Synchronization between CAD and VR Applications","Advances in Visual Computing","","","","10.1007/978-3-642-41939-3_28","Dimo ChotrovStoyan Maleshkov","2013","http://link.springer.com/chapter/10.1007/978-3-642-41939-3_28","Chapter"
"An Agile Methodology for IHE-Enabled Deployments","Electronic Healthcare","","","","10.1007/978-3-642-29262-0_3","Bruno AlvesMichael Schumacher","2012","http://link.springer.com/chapter/10.1007/978-3-642-29262-0_3","Chapter"
"A Framework for Composing Personalized Web Resources","The Personal Web","","","","10.1007/978-3-642-39995-4_4","Bipin UpadhyayaHua XiaoYing ZouJoanna NgAlex Lau","2013","http://link.springer.com/chapter/10.1007/978-3-642-39995-4_4","Chapter"
"Today’s Top “RESTful” Services and Why They Are Not RESTful","Web Information Systems Engineering - WISE 2012","","","","10.1007/978-3-642-35063-4_26","Dominik RenzelPatrick SchlebuschRalf Klamma","2012","http://link.springer.com/chapter/10.1007/978-3-642-35063-4_26","Chapter"
"An Environment to Support Collaborative Learning by Modding","Scaling up Learning for Sustained Impact","","","","10.1007/978-3-642-40814-4_10","Sébastien GeorgeÉlise LavouéBaptiste Monterrat","2013","http://link.springer.com/chapter/10.1007/978-3-642-40814-4_10","Chapter"
"Exploring Automated Reasoning in First-Order Logic: Tools, Techniques and Application Areas","Knowledge Engineering and the Semantic Web","","","","10.1007/978-3-642-41360-5_9","Vladimir PavlovAlexander SchukinTanzilia Cherkasova","2013","http://link.springer.com/chapter/10.1007/978-3-642-41360-5_9","Chapter"
"Ethical requirements for reconfigurable sensor technology: a challenge for value sensitive design","Ethics and Information Technology","","15","3","10.1007/s10676-013-9326-1","Francien DechesneMartijn WarnierJeroen van den Hoven","2013","http://link.springer.com/article/10.1007/s10676-013-9326-1","Article"
"Automatic Description of Context-Altering Services through Observational Learning","Pervasive Computing","","","","10.1007/978-3-642-31205-2_28","Katharina RaschFei LiSanjin SehicRassul AyaniSchahram Dustdar","2012","http://link.springer.com/chapter/10.1007/978-3-642-31205-2_28","Chapter"
"Acoustic environment as an indicator of social and physical context","Personal and Ubiquitous Computing","","10","4","10.1007/s00779-005-0045-4","Dan SmithLing MaNick Ryan","2006","http://link.springer.com/article/10.1007/s00779-005-0045-4","Article"
"Customized Situation Verification in Ambient Assisted Living Environments","Ambient Intelligence","","","","10.1007/978-3-319-03647-2_4","Mario BuchmayrWerner KurschlJosef Küng","2013","http://link.springer.com/chapter/10.1007/978-3-319-03647-2_4","Chapter"
"An OPENID Identity Service for Android, Based on USIM Secure Elements","Mobile Computing, Applications, and Services","","","","10.1007/978-3-642-36632-1_21","Pascal Urien","2013","http://link.springer.com/chapter/10.1007/978-3-642-36632-1_21","Chapter"
"Context-Aware Systems and Adaptive User Authentication","Evolving Ambient Intelligence","","","","10.1007/978-3-319-04406-4_24","Kimmo HalunenAntti Evesti","2013","http://link.springer.com/chapter/10.1007/978-3-319-04406-4_24","Chapter"
"Intelligent Augmented Reality Training for Assembly Tasks","Artificial Intelligence in Education","","","","10.1007/978-3-642-39112-5_55","Giles WesterfieldAntonija MitrovicMark Billinghurst","2013","http://link.springer.com/chapter/10.1007/978-3-642-39112-5_55","Chapter"
"Reconstructing Complex Metamodel Evolution","Software Language Engineering","","","","10.1007/978-3-642-28830-2_11","Sander D. VermolenGuido WachsmuthEelco Visser","2012","http://link.springer.com/chapter/10.1007/978-3-642-28830-2_11","Chapter"
"Preliminaries","Recommender Systems and the Social Web","","","","10.1007/978-3-658-01948-8_2","Dr. Fatih Gedikli","2013","http://link.springer.com/chapter/10.1007/978-3-658-01948-8_2","Chapter"
"Adaptive Information Integration: Bridging the Semantic Gap between Numerical Simulations","Enterprise Information Systems","","","","10.1007/978-3-642-29958-2_4","Tobias MeisenPhilipp MeisenDaniel SchilbergSabina Jeschke","2012","http://link.springer.com/chapter/10.1007/978-3-642-29958-2_4","Chapter"
"Fugue and Variations on Some Themes in Art and Science","Electronic Visualisation in Arts and Culture","","","","10.1007/978-1-4471-5406-8_8","Gordana Novakovic","2013","http://link.springer.com/chapter/10.1007/978-1-4471-5406-8_8","Chapter"
".NET Gadgeteer: A Platform for Custom Devices","Pervasive Computing","","","","10.1007/978-3-642-31205-2_14","Nicolas VillarJames ScottSteve HodgesKerry HammilColin Miller","2012","http://link.springer.com/chapter/10.1007/978-3-642-31205-2_14","Chapter"
"ARCAMA-3D – A Context-Aware Augmented Reality Mobile Platform for Environmental Discovery","Web and Wireless Geographical Information Systems","","","","10.1007/978-3-642-29247-7_2","Betül AydınJérôme GenselSylvie CalabrettoBruno Tellez","2012","http://link.springer.com/chapter/10.1007/978-3-642-29247-7_2","Chapter"
"A Semantic P2P Platform for Sharing Documents in eGovernment Domains","Information Systems, E-learning, and Knowledge Management Research","","","","10.1007/978-3-642-35879-1_63","Manuel Jose Fernández IglesiasLuis M. Álvarez SabucedoJuan M. Santos GagoLuis E. Anido Rifón","2013","http://link.springer.com/chapter/10.1007/978-3-642-35879-1_63","Chapter"
"Experiments in design synthesis when behavior is determined by shape","Personal and Ubiquitous Computing","","15","2","10.1007/s00779-010-0310-z","Eric SchweikardtMark D. Gross","2011","http://link.springer.com/article/10.1007/s00779-010-0310-z","Article"
"Composing Trust Models towards Interoperable Trust Management","Trust Management V","","","","10.1007/978-3-642-22200-9_7","Rachid SaadiMohammad Ashiqur RahamanValérie IssarnyAlessandra Toninelli","2011","http://link.springer.com/chapter/10.1007/978-3-642-22200-9_7","Chapter"
"Human Computation in Electronic Literature","Handbook of Human Computation","","","","10.1007/978-1-4614-8806-4_17","Scott Rettberg","2013","http://link.springer.com/chapter/10.1007/978-1-4614-8806-4_17","Chapter"
"Systems Integration Challenges for Supporting Cross Context Collaborative Pedagogical Scenarios","Collaboration and Technology","","","","10.1007/978-3-642-33284-5_17","Dan Kohen-VacsArianit KurtiMarcelo MilradMiky Ronen","2012","http://link.springer.com/chapter/10.1007/978-3-642-33284-5_17","Chapter"
"Multiple Views for Supporting Lifelong, Highly Contextual and Ubiquitous Social Learning","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_5","Francisco GutierrezGustavo ZuritaNelson Baloian","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_5","Chapter"
"An Empirical Examination of Behavioral Factors in Creative Development of Game Prototypes","Entertainment Computing – ICEC 2013","","","","10.1007/978-3-642-41106-9_1","Michail N. GiannakosLetizia JaccheriSandro Morasca","2013","http://link.springer.com/chapter/10.1007/978-3-642-41106-9_1","Chapter"
"Informatica Feminale: A Place for Educational Experiences","Computers and Networks in the Age of Globalization","","","","10.1007/978-0-387-35400-2_3","Veronika OechteringKarin Vosseberg","2001","http://link.springer.com/chapter/10.1007/978-0-387-35400-2_3","Chapter"
"A Critiquing Mechanism in Engineering Machine Design","Virtual and Networked Organizations, Emergent Technologies and Tools","","","","10.1007/978-3-642-31800-9_27","Kamalendu PalBill Karakostas","2012","http://link.springer.com/chapter/10.1007/978-3-642-31800-9_27","Chapter"
"METADEPCAS: Introducing Semantic RFID Data Management","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_26","Ismael AbadCarlos CerradaJosé Antonio Cerrada","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_26","Chapter"
"Automated Information Extraction from Web APIs Documentation","Web Information Systems Engineering - WISE 2012","","","","10.1007/978-3-642-35063-4_36","Papa Alioune LyCarlos PedrinaciJohn Domingue","2012","http://link.springer.com/chapter/10.1007/978-3-642-35063-4_36","Chapter"
"Ninf-G: A Reference Implementation of RPC-based Programming Middleware for Grid Computing","Journal of Grid Computing","","1","1","10.1023/A:1024083511032","Y. TanakaH. NakadaS. SekiguchiT. SuzumuraS. Matsuoka","2003","http://link.springer.com/article/10.1023/A%3A1024083511032","Article"
"Writing Real-Time .Net Games in Casanova","Entertainment Computing - ICEC 2012","","","","10.1007/978-3-642-33542-6_30","Giuseppe MaggiorePieter SpronckRenzo OrsiniMichele BugliesiEnrico SteffinlongoMohamed Abbadi","2012","http://link.springer.com/chapter/10.1007/978-3-642-33542-6_30","Chapter"
"Control of Haptic Interfaces","Haptics for Virtual Reality and Teleoperation","","","","10.1007/978-94-007-5718-9_7","Matjaž MiheljJanez Podobnik","2012","http://link.springer.com/chapter/10.1007/978-94-007-5718-9_7","Chapter"
"An object-oriented library for systematic training and comparison of classifiers for computer-assisted tumor diagnosis from MRSI measurements","Computer Science - Research and Development","","26","1 - 2","10.1007/s00450-010-0143-z","Frederik O. KasterBernd MerkelOliver NixFred A. Hamprecht","2011","http://link.springer.com/article/10.1007/s00450-010-0143-z","Article"
"Improving Access Control for Mobile Consumers of Services by Use of Context and Trust within the Call-Stack","Advances in User Modeling","","","","10.1007/978-3-642-28509-7_24","Min LuoRalph Deters","2012","http://link.springer.com/chapter/10.1007/978-3-642-28509-7_24","Chapter"
"Using Spatial Semantic and Pragmatic Fields to Interpret Natural Language Pick-and-Place Instructions for a Mobile Service Robot","Social Robotics","","","","10.1007/978-3-319-02675-6_50","Juan FasolaMaja J. Matarić","2013","http://link.springer.com/chapter/10.1007/978-3-319-02675-6_50","Chapter"
"Process Reuse in Product Development with 5D Models: Concepts, Similarity Measures and Querying Techniques","Virtual and Networked Organizations, Emergent Technologies and Tools","","","","10.1007/978-3-642-31800-9_26","Tomo Cerovšek","2012","http://link.springer.com/chapter/10.1007/978-3-642-31800-9_26","Chapter"
"Hyperform specification: designing and interacting with self-reconfiguring materials","Personal and Ubiquitous Computing","","15","2","10.1007/s00779-010-0315-7","Michael Philetus WellerMark D. GrossSeth Copen Goldstein","2011","http://link.springer.com/article/10.1007/s00779-010-0315-7","Article"
"Mobile Apps Development: A Framework for Technology Decision Making","Mobile Computing, Applications, and Services","","","","10.1007/978-3-642-36632-1_4","Emiliano MasiGiovanni CantoneManuel MastrofiniGiuseppe CalavaroPaolo Subiaco","2013","http://link.springer.com/chapter/10.1007/978-3-642-36632-1_4","Chapter"
"A study on automatic recognition of object use exploiting motion correlation of wireless sensors","Personal and Ubiquitous Computing","","16","7","10.1007/s00779-011-0451-8","Stephan BoschRaluca Marin-PerianuPaul HavingaArie HorstMihai Marin-PerianuAndrei Vasilescu","2012","http://link.springer.com/article/10.1007/s00779-011-0451-8","Article"
